# index, name, nodeLabel, _pos
16696,TMEM139,TMEM139,"array([3.77498631, 7.05969791])"
16697,RNF39,RNF39,"array([3.75458304, 7.08326662])"
16698,sh3rf1,sh3rf1,"array([3.46413553, 7.10573843])"
16699,Pxmp2,Pxmp2,"array([3.92139683, 7.26416919])"
16700,GAGE12I,GAGE12I,"array([3.79597205, 7.51642838])"
16701,nrarp,nrarp,"array([3.7407192 , 6.94183167])"
16702,hist1h4a,hist1h4a,"array([3.83108851, 7.07626312])"
16703,GALC,GALC,"array([3.83746633, 7.07395096])"
16704,Bid,Bid,"array([3.60212481, 7.01853401])"
16705,Sugt1,Sugt1,"array([3.73379418, 6.97872341])"
16706,NT5C3L,NT5C3L,"array([3.88118239, 7.13034517])"
16707,FCGBP,FCGBP,"array([3.56593426, 7.43569339])"
16708,Chordc1,Chordc1,"array([3.6159626 , 7.08212663])"
16709,Itgb1bp2,Itgb1bp2,"array([3.7766009 , 7.29688758])"
16710,PADI3,PADI3,"array([3.45102803, 7.01682651])"
16711,SDCCAG8,SDCCAG8,"array([3.79612713, 7.33429498])"
16712,GRM5,GRM5,"array([3.60241968, 7.05340166])"
16713,METTL20,METTL20,"array([3.60818148, 7.11867134])"
16714,METTL21A,METTL21A,"array([3.57061217, 7.230723  ])"
16715,METTL21D,METTL21D,"array([3.63399785, 7.31476668])"
16716,METTL21C,METTL21C,"array([3.63297739, 7.15012068])"
16717,PHEX,PHEX,"array([3.47512627, 6.94172634])"
16718,METTL22,METTL22,"array([3.67223755, 7.27413421])"
16719,RAB1C,RAB1C,"array([3.46251828, 7.41373458])"
16720,PPP1R36,PPP1R36,"array([3.90174763, 7.09537512])"
16721,CSRNP3,CSRNP3,"array([3.91823256, 7.1346568 ])"
16722,GPATCH2,GPATCH2,"array([3.63984053, 7.38164441])"
16723,GRXCR1,GRXCR1,"array([3.90405805, 7.10988562])"
16724,PCDH11X,PCDH11X,"array([3.90673074, 7.12891845])"
16725,TMEM225,TMEM225,"array([3.89758841, 7.09892679])"
16726,SLC7A14,SLC7A14,"array([3.80254947, 7.38831071])"
16727,TMEM132C,TMEM132C,"array([3.91022799, 7.11400534])"
16728,TRIM42,TRIM42,"array([3.91232749, 7.13222881])"
16729,ZCCHC9,ZCCHC9,"array([3.88410765, 7.08208665])"
16730,ZSWIM3,ZSWIM3,"array([3.90081942, 7.10401042])"
16731,FCGR2C,FCGR2C,"array([3.47877962, 7.38289789])"
16732,MEMO1P1,MEMO1P1,"array([3.4072273 , 7.28020606])"
16733,ANP32C,ANP32C,"array([3.55189803, 7.44160594])"
16734,TRGV7,TRGV7,"array([3.76664321, 6.90691735])"
16735,UNC45B,UNC45B,"array([3.67288634, 7.52702183])"
16736,SCARNA22,SCARNA22,"array([3.84445923, 7.43220489])"
16737,SNORD88C,SNORD88C,"array([3.85951369, 7.41757219])"
16738,SNORD95,SNORD95,"array([3.6395849 , 7.53118301])"
16739,SNORA34,SNORA34,"array([3.71164451, 7.52456185])"
16740,SNORD50A,SNORD50A,"array([3.85150022, 7.42530635])"
16741,SNORD50B,SNORD50B,"array([3.72744524, 7.52465069])"
16742,RNU5A-1,RNU5A-1,"array([3.82881125, 7.30004904])"
16743,SNORD3C,SNORD3C,"array([3.74620849, 7.51932593])"
16744,SNORA57,SNORA57,"array([3.63171554, 7.53008201])"
16745,SNORD19,SNORD19,"array([3.60173749, 7.53293124])"
16746,SNORD10,SNORD10,"array([3.85532246, 7.42172987])"
16747,ELOVL7,ELOVL7,"array([3.61270045, 7.5031185 ])"
16748,SNORD1C,SNORD1C,"array([3.60121862, 7.52658177])"
16749,TRNA,TRNA,"array([3.68562991, 7.52875302])"
16750,RNU5B-1,RNU5B-1,"array([3.66057278, 7.52814298])"
16751,SNORD116-18,SNORD116-18,"array([3.66682477, 7.53005247])"
16752,SNORD116-1,SNORD116-1,"array([3.73020746, 7.51915389])"
16753,SNORD116-24,SNORD116-24,"array([3.623334  , 7.52961437])"
16754,MALAT1,MALAT1,"array([3.50740697, 7.39192579])"
16755,SNORA71D,SNORA71D,"array([3.73799623, 7.51850551])"
16756,SNORD116-22,SNORD116-22,"array([3.64615703, 7.52841366])"
16757,RNU2-4P,RNU2-4P,"array([3.61048125, 7.53230419])"
16758,SNORD116-29,SNORD116-29,"array([3.59052871, 7.52490387])"
16759,RL1,RL1,"array([3.69821473, 7.24221842])"
16760,K3,K3,"array([3.67714646, 7.2872626 ])"
16761,K5,K5,"array([3.39451227, 7.31163576])"
16762,vIRF-1,vIRF-1,"array([3.62251915, 7.05208159])"
16763,SEPSECS,SEPSECS,"array([3.83107482, 7.22959512])"
16764,NARS2,NARS2,"array([3.85955045, 7.22539488])"
16765,DPY19L3,DPY19L3,"array([3.64143548, 7.47040273])"
16766,TRBC1,TRBC1,"array([3.39282113, 7.33248535])"
16767,TRBV12-3,TRBV12-3,"array([3.49972127, 7.04310653])"
16768,KIR3DL1,KIR3DL1,"array([3.52241434, 7.04762481])"
16769,Cyp1a2,Cyp1a2,"array([3.26623004, 7.37345708])"
16770,Cotl1,Cotl1,"array([3.31211888, 7.08223914])"
16771,MPPED2,MPPED2,"array([3.56431429, 6.95319582])"
16772,EFHC2,EFHC2,"array([3.64437331, 7.00136943])"
16773,CCDC148,CCDC148,"array([3.38669586, 7.21981755])"
16774,APLN,APLN,"array([3.85918884, 6.96356692])"
16775,LRRC61,LRRC61,"array([3.44418601, 7.04469459])"
16776,B3GNT9,B3GNT9,"array([3.55761329, 7.0014209 ])"
16777,FSTL1,FSTL1,"array([3.9522969 , 7.15780476])"
16778,Sik2,Sik2,"array([3.47356773, 6.99195322])"
16779,TEX264,TEX264,"array([3.86931163, 7.27761755])"
16780,Polr1e,Polr1e,"array([3.7501484, 6.8955239])"
16781,Stk3,Stk3,"array([3.80000429, 7.41183753])"
16782,MS4A5,MS4A5,"array([3.32037898, 7.11426822])"
16783,TRANK1,TRANK1,"array([3.77387275, 6.98050866])"
16784,RGAG1,RGAG1,"array([3.71168664, 7.01179321])"
16785,C3orf77,C3orf77,"array([3.86535531, 7.02026926])"
16786,LOC100131689,LOC100131689,"array([3.62030198, 6.95965692])"
16787,Rcn1,Rcn1,"array([3.32597455, 7.09969782])"
16788,Rcn2,Rcn2,"array([3.32595154, 7.12823745])"
16789,Hsp90ab1,Hsp90ab1,"array([3.39599799, 7.09863286])"
16790,S100a6,S100a6,"array([3.31527678, 7.17599523])"
16791,Tpp1,Tpp1,"array([3.33198832, 7.10522536])"
16792,Arf4,Arf4,"array([3.31580539, 7.19280749])"
16793,Mms19,Mms19,"array([3.30933365, 7.18918841])"
16794,Sra1,Sra1,"array([3.31373423, 7.11647732])"
16795,Tcp1,Tcp1,"array([3.33372777, 7.09871273])"
16796,Fcna,Fcna,"array([3.33756436, 7.07646119])"
16797,Pcdh15,Pcdh15,"array([3.31887907, 7.15402055])"
16798,Gnb2l1,Gnb2l1,"array([3.38014487, 7.17562296])"
16799,Lmna,Lmna,"array([3.31076714, 7.19788855])"
16800,Pcmt1,Pcmt1,"array([3.3275271 , 7.11200182])"
16801,Capns1,Capns1,"array([3.31164323, 7.15051833])"
16802,Tpm3,Tpm3,"array([3.30093452, 7.168263  ])"
16803,Caprin1,Caprin1,"array([3.30830903, 7.12908277])"
16804,Apoa2,Apoa2,"array([3.33477763, 7.08520923])"
16805,Tmod3,Tmod3,"array([3.32386582, 7.10639407])"
16806,Lima1,Lima1,"array([3.31751342, 7.09889938])"
16807,Tex16,Tex16,"array([3.30508709, 7.13604759])"
16808,Atp2a3,Atp2a3,"array([3.30405228, 7.14288445])"
16809,Shroom3,Shroom3,"array([3.32670833, 7.13654601])"
16810,Tmem33,Tmem33,"array([3.32500941, 7.14437282])"
16811,Fat2,Fat2,"array([3.3147694 , 7.16764724])"
16812,Fat1,Fat1,"array([3.32378797, 7.09287993])"
16813,Gna11,Gna11,"array([3.33902108, 7.06906237])"
16814,Wfs1,Wfs1,"array([3.31132758, 7.1436796 ])"
16815,PCDHB8,PCDHB8,"array([3.30941259, 7.15741445])"
16816,Cse1l,Cse1l,"array([3.3202367 , 7.12357028])"
16817,Calu,Calu,"array([3.31643577, 7.18364545])"
16818,Psmb1,Psmb1,"array([3.31941464, 7.14783504])"
16819,Psma5,Psma5,"array([3.30386938, 7.19850417])"
16820,Cfl2,Cfl2,"array([3.32990343, 7.07746744])"
16821,Fkbp8,Fkbp8,"array([3.30141844, 7.15979403])"
16822,Psmb3,Psmb3,"array([3.31707937, 7.10672005])"
16823,Ptges3,Ptges3,"array([3.39394236, 7.10490984])"
16824,Ttc35,Ttc35,"array([3.31649171, 7.12916824])"
16825,Bag3,Bag3,"array([3.30443855, 7.15274288])"
16826,Stip1,Stip1,"array([3.32754968, 7.08604248])"
16827,Ppp2cb,Ppp2cb,"array([3.3330812, 7.0922549])"
16828,Sept3,Sept3,"array([3.39900034, 7.05433534])"
16829,Cdc37,Cdc37,"array([3.31272074, 7.13605341])"
16830,Ruvbl2,Ruvbl2,"array([3.31229091, 7.20442185])"
16831,Pde8a,Pde8a,"array([3.31525562, 7.16057911])"
16832,Tro,Tro,"array([3.29918179, 7.14790328])"
16833,Grik5,Grik5,"array([3.31174807, 7.12271434])"
16834,Esyt1,Esyt1,"array([3.31788747, 7.14093811])"
16835,Trpv1,Trpv1,"array([3.35509365, 7.15152083])"
16836,SPIN2B,SPIN2B,"array([3.50091665, 7.41996949])"
16837,C7orf55,C7orf55,"array([3.77496986, 7.48159981])"
16838,SNX32,SNX32,"array([3.85219682, 7.31340144])"
16839,EPG5,EPG5,"array([3.88419777, 7.35277374])"
16840,HOXB5,HOXB5,"array([3.8859119 , 7.22717109])"
16841,NDUFA3,NDUFA3,"array([3.73784056, 7.42080245])"
16842,POLR2J2,POLR2J2,"array([3.8425035 , 7.40234607])"
16843,RPL17-C18ORF32,RPL17-C18ORF32,"array([3.56244941, 7.48465202])"
16844,LOC391322,LOC391322,"array([3.87344144, 7.3241756 ])"
16845,ZNF208,ZNF208,"array([3.53859803, 7.45407723])"
16846,GTSF1,GTSF1,"array([3.72614066, 7.45072966])"
16847,RAD21L1,RAD21L1,"array([3.59834877, 7.47174683])"
16848,LOC390956,LOC390956,"array([3.54353858, 7.44234064])"
16849,BCL2L2-PABPN1,BCL2L2-PABPN1,"array([3.70733012, 7.49340187])"
16850,COMMD3-BMI1,COMMD3-BMI1,"array([3.64852349, 7.01273625])"
16851,NEDD8-MDP1,NEDD8-MDP1,"array([3.80528079, 7.41047591])"
16852,SYNJ2BP-COX16,SYNJ2BP-COX16,"array([3.86002876, 7.37679055])"
16853,BIVM-ERCC5,BIVM-ERCC5,"array([3.75282067, 7.49769093])"
16854,LOC653125,LOC653125,"array([3.70086896, 7.51817929])"
16855,LOC100508781,LOC100508781,"array([3.65892033, 7.52079164])"
16856,TCERG1L,TCERG1L,"array([3.85313369, 7.3764771 ])"
16857,GOLGA8H,GOLGA8H,"array([3.5221143 , 7.05166951])"
16858,ATP5J2-PTCD1,ATP5J2-PTCD1,"array([3.74062042, 7.507894  ])"
16859,ATAD3C,ATAD3C,"array([3.50309322, 7.35369842])"
16860,ANP32D,ANP32D,"array([3.75544803, 7.48301451])"
16861,PLXDC1,PLXDC1,"array([3.68734606, 7.49920927])"
16862,ST7L,ST7L,"array([3.90194843, 7.31721698])"
16863,ARHGAP25,ARHGAP25,"array([3.63081846, 7.01159508])"
16864,LOC653720,LOC653720,"array([3.69343164, 7.46612759])"
16865,LOC732265,LOC732265,"array([3.90637956, 7.20669079])"
16866,LOC100653231,LOC100653231,"array([3.88266234, 7.30210083])"
16867,HSPE1-MOB4,HSPE1-MOB4,"array([3.57962635, 7.45579819])"
16868,GOLGA6L3,GOLGA6L3,"array([3.88343332, 7.32585329])"
16869,GOLGA6L10,GOLGA6L10,"array([3.52430818, 7.47246192])"
16870,WTH3DI,WTH3DI,"array([3.59483796, 7.51104038])"
16871,FUT10,FUT10,"array([3.56874849, 7.47794702])"
16872,GOLGA8J,GOLGA8J,"array([3.57431251, 7.49520543])"
16873,HOXA6,HOXA6,"array([3.57069638, 7.46669985])"
16874,RAB40AL,RAB40AL,"array([3.77103506, 7.46982067])"
16875,LOC728047,LOC728047,"array([3.90228377, 7.30606874])"
16876,ALG1L2,ALG1L2,"array([3.7711819 , 7.43260753])"
16877,CORO7-PAM16,CORO7-PAM16,"array([3.79180602, 7.40550768])"
16878,LOC100294033,LOC100294033,"array([3.6552721 , 7.46469737])"
16879,C15orf38-AP3S2,C15orf38-AP3S2,"array([3.60702158, 7.51190013])"
16880,LOC100653194,LOC100653194,"array([3.62600612, 7.50768001])"
16881,HOXC5,HOXC5,"array([3.85788674, 7.35278029])"
16882,RAB9B,RAB9B,"array([3.80553902, 7.3963733 ])"
16883,RPS10-NUDT3,RPS10-NUDT3,"array([3.56838346, 7.49608186])"
16884,ZNF726,ZNF726,"array([3.79794461, 7.43832903])"
16885,SIRPG,SIRPG,"array([3.87168642, 7.13910191])"
16886,ADCY4,ADCY4,"array([3.79351137, 7.44570356])"
16887,PLCL1,PLCL1,"array([3.73019809, 7.48785135])"
16888,SLC35F3,SLC35F3,"array([3.46461129, 7.37930013])"
16889,LEPREL1,LEPREL1,"array([3.56433057, 7.4748103 ])"
16890,LOC100294341,LOC100294341,"array([3.90416084, 7.29227044])"
16891,P2RX5,P2RX5,"array([3.56515869, 7.45397479])"
16892,ETAA1,ETAA1,"array([3.83229037, 7.40993188])"
16893,WDR19,WDR19,"array([3.74761185, 7.43405911])"
16894,TIPARP,TIPARP,"array([3.73208683, 7.39560481])"
16895,LOC388630,LOC388630,"array([3.52024751, 7.45289211])"
16896,PDE8B,PDE8B,"array([3.51594444, 7.04225586])"
16897,ALPK2,ALPK2,"array([3.76360138, 7.44731395])"
16898,LOC100653071,LOC100653071,"array([3.76347536, 7.44132449])"
16899,KCNJ18,KCNJ18,"array([3.67146978, 7.49646294])"
16900,ALG1L,ALG1L,"array([3.71736341, 7.49485942])"
16901,ECEL1,ECEL1,"array([3.60534375, 7.38972716])"
16902,CD83,CD83,"array([3.49222636, 7.1176157 ])"
16903,GTF2H2D,GTF2H2D,"array([3.86193654, 7.17298817])"
16904,MPZL2,MPZL2,"array([3.79049778, 7.06803078])"
16905,CD99L2,CD99L2,"array([3.81824816, 7.37569868])"
16906,SYT12,SYT12,"array([3.6692538 , 7.47382764])"
16907,FAM184B,FAM184B,"array([3.61361989, 7.46018604])"
16908,STRA6,STRA6,"array([3.81986537, 7.31549229])"
16909,FUT11,FUT11,"array([3.7470968 , 7.41949591])"
16910,HYAL1,HYAL1,"array([3.430937  , 7.30017035])"
16911,LOC730268,LOC730268,"array([3.4848313 , 7.40169129])"
16912,SUMF1,SUMF1,"array([3.90547969, 7.31290646])"
16913,C4BPB,C4BPB,"array([3.56318932, 7.01727684])"
16914,SEC22C,SEC22C,"array([3.85408152, 7.29816111])"
16915,CXorf69,CXorf69,"array([3.53541772, 7.44749455])"
16916,PRSS56,PRSS56,"array([3.85664028, 7.37952662])"
16917,C12orf24,C12orf24,"array([3.47705007, 7.39159157])"
16918,ENOSF1,ENOSF1,"array([3.89319686, 7.19622817])"
16919,PDE4C,PDE4C,"array([3.48614934, 7.12983186])"
16920,GPR89B,GPR89B,"array([3.63419689, 7.49312145])"
16921,RHOV,RHOV,"array([3.78956537, 7.45637691])"
16922,LY6E,LY6E,"array([3.4392315, 7.3668532])"
16923,LAMC3,LAMC3,"array([3.60281733, 7.29094715])"
16924,TFAP2D,TFAP2D,"array([3.67796575, 7.50078106])"
16925,TRIM16L,TRIM16L,"array([3.89465054, 7.32501909])"
16926,SDR16C5,SDR16C5,"array([3.85342808, 7.09055676])"
16927,ATP4B,ATP4B,"array([3.550378  , 7.37133714])"
16928,GLP2R,GLP2R,"array([3.78331291, 7.44039274])"
16929,DMP1,DMP1,"array([3.72182755, 7.0013826 ])"
16930,GPR126,GPR126,"array([3.75441092, 7.39837752])"
16931,GLT8D2,GLT8D2,"array([3.80251172, 7.44697728])"
16932,GPR64,GPR64,"array([3.79171931, 7.48118526])"
16933,CCDC169-SOHLH2,CCDC169-SOHLH2,"array([3.74910036, 7.48307896])"
16934,P2RY6,P2RY6,"array([3.61714124, 7.4850946 ])"
16935,FAHD2B,FAHD2B,"array([3.51406574, 7.44060729])"
16936,PRTG,PRTG,"array([3.70515304, 7.4670631 ])"
16937,PTGES,PTGES,"array([3.46682478, 7.38927854])"
16938,CCDC18,CCDC18,"array([3.70655311, 7.46112892])"
16939,C17orf48,C17orf48,"array([3.84213541, 7.40794614])"
16940,C2orf89,C2orf89,"array([3.87266835, 7.14574967])"
16941,ATP1B2,ATP1B2,"array([3.89552334, 7.3366298 ])"
16942,ALG12,ALG12,"array([3.54957044, 7.34043353])"
16943,TRIM6-TRIM34,TRIM6-TRIM34,"array([3.70756243, 7.47146373])"
16944,TFAP2E,TFAP2E,"array([3.90123822, 7.23764887])"
16945,TMX4,TMX4,"array([3.82163173, 7.38392785])"
16946,TMEM63A,TMEM63A,"array([3.75625108, 7.41671192])"
16947,ESRP2,ESRP2,"array([3.74889443, 7.32136937])"
16948,TMED7-TICAM2,TMED7-TICAM2,"array([3.44359783, 7.37760083])"
16949,TDRD9,TDRD9,"array([3.88963387, 7.20065346])"
16950,ISG20,ISG20,"array([3.63204009, 7.4860841 ])"
16951,PIGB,PIGB,"array([3.77544363, 7.45279868])"
16952,SYPL2,SYPL2,"array([3.86892725, 7.37592701])"
16953,MBTPS2,MBTPS2,"array([3.52339739, 7.44832006])"
16954,FAM5B,FAM5B,"array([3.43499705, 7.32004926])"
16955,NUP210L,NUP210L,"array([3.73819755, 7.44918791])"
16956,MAGEA8,MAGEA8,"array([3.59829887, 7.50707053])"
16957,XAGE1C,XAGE1C,"array([3.86876027, 7.32496378])"
16958,LOC728026,LOC728026,"array([3.90692162, 7.22886255])"
16959,EPHA6,EPHA6,"array([3.67105117, 7.45886793])"
16960,ZNF627,ZNF627,"array([3.81911807, 7.39777788])"
16961,ZNF555,ZNF555,"array([3.4627713 , 7.38570389])"
16962,LOC100287477,LOC100287477,"array([3.89111228, 7.34984322])"
16963,ANKRD36C,ANKRD36C,"array([3.52467636, 7.3635758 ])"
16964,LOC100287163,LOC100287163,"array([3.73322027, 7.47654372])"
16965,CKLF-CMTM1,CKLF-CMTM1,"array([3.75646608, 7.40928371])"
16966,JRK,JRK,"array([3.79097274, 7.3558729 ])"
16967,ZNF546,ZNF546,"array([3.71812503, 7.42529166])"
16968,ZNF730,ZNF730,"array([3.50027384, 7.41016929])"
16969,GIMAP1-GIMAP5,GIMAP1-GIMAP5,"array([3.55452929, 7.45399397])"
16970,TXNRD3,TXNRD3,"array([3.71957164, 7.49075522])"
16971,LOC400682,LOC400682,"array([3.52867791, 7.43238046])"
16972,ZNF571,ZNF571,"array([3.80097802, 7.3971591 ])"
16973,CCDC144A,CCDC144A,"array([3.85376171, 7.39261208])"
16974,LOC100506248,LOC100506248,"array([3.88113352, 7.24381172])"
16975,TSPY10,TSPY10,"array([3.69556516, 7.47688492])"
16976,ZHX1-C8ORF76,ZHX1-C8ORF76,"array([3.51106311, 7.45889686])"
16977,PALM2-AKAP2,PALM2-AKAP2,"array([3.43411044, 7.33768698])"
16978,FAM18B2-CDRT4,FAM18B2-CDRT4,"array([3.81535529, 7.4012268 ])"
16979,PABPC1L2A,PABPC1L2A,"array([3.74123914, 7.50161608])"
16980,PCDHB15,PCDHB15,"array([3.69145871, 7.00578319])"
16981,PRAMEF13,PRAMEF13,"array([3.43791966, 7.14480593])"
16982,PRAMEF16,PRAMEF16,"array([3.83684366, 7.3944434 ])"
16983,LOC100652766,LOC100652766,"array([3.80471171, 7.39176223])"
16984,SCARF2,SCARF2,"array([3.85876699, 7.33683906])"
16985,LOC100287399,LOC100287399,"array([3.67279593, 7.50182731])"
16986,F2RL2,F2RL2,"array([3.87526057, 7.31367027])"
16987,HRH1,HRH1,"array([3.897041 , 7.2346404])"
16988,MDGA2,MDGA2,"array([3.77271815, 7.43735664])"
16989,HEG1,HEG1,"array([3.85206041, 7.38814999])"
16990,SLFN12,SLFN12,"array([3.85633966, 7.17564808])"
16991,DHRS4L1,DHRS4L1,"array([3.77633121, 7.45740845])"
16992,ARMCX1,ARMCX1,"array([3.74420468, 7.49230489])"
16993,ILDR2,ILDR2,"array([3.90629224, 7.26992263])"
16994,PCDHB3,PCDHB3,"array([3.83865396, 7.41711375])"
16995,PCDHB11,PCDHB11,"array([3.67309256, 7.47950564])"
16996,PLA2G7,PLA2G7,"array([3.78413717, 7.4805003 ])"
16997,PRAMEF17,PRAMEF17,"array([3.59910568, 7.4985908 ])"
16998,PRAMEF1,PRAMEF1,"array([3.86200673, 7.40359072])"
16999,MXRA8,MXRA8,"array([3.55056665, 7.46546393])"
17000,LPHN3,LPHN3,"array([3.64959864, 7.51405786])"
17001,TMEM184B,TMEM184B,"array([3.83874772, 7.35316905])"
17002,MT1E,MT1E,"array([3.88169238, 7.18831992])"
17003,RPL36A-HNRNPH2,RPL36A-HNRNPH2,"array([3.53379587, 7.47255543])"
17004,PABPN1L,PABPN1L,"array([3.72472382, 7.00656938])"
17005,PIEZO2,PIEZO2,"array([3.63644721, 7.46209245])"
17006,POTED,POTED,"array([3.70765187, 7.50677211])"
17007,PCDHB7,PCDHB7,"array([3.60742072, 7.00737317])"
17008,DHRS4L2,DHRS4L2,"array([3.84703319, 7.38127219])"
17009,SLC41A2,SLC41A2,"array([3.5255788 , 7.44026532])"
17010,PRAMEF10,PRAMEF10,"array([3.52870178, 7.46333205])"
17011,POTEC,POTEC,"array([3.72534626, 7.50042697])"
17012,LOC100653292,LOC100653292,"array([3.54195691, 7.02496722])"
17013,NT5C1B-RDH14,NT5C1B-RDH14,"array([3.90282649, 7.30140274])"
17014,WDR66,WDR66,"array([3.77170969, 7.45789075])"
17015,LOC729974,LOC729974,"array([3.71522054, 7.00251626])"
17016,PURG,PURG,"array([3.72759071, 7.42900787])"
17017,PCDHB14,PCDHB14,"array([3.64426506, 7.45818713])"
17018,PRAMEF14,PRAMEF14,"array([3.79302528, 7.45213601])"
17019,CHRNB1,CHRNB1,"array([3.55284028, 7.50010631])"
17020,FAM26E,FAM26E,"array([3.61960494, 7.47570178])"
17021,Actr10,Actr10,"array([3.65874179, 6.9456149 ])"
17022,E2f1,E2f1,"array([3.97913506, 7.11626928])"
17023,GSH1,GSH1,"array([3.32300914, 7.16233154])"
17024,Cdkn1a,Cdkn1a,"array([3.61612662, 7.00291943])"
17025,Acaca,Acaca,"array([3.88815441, 6.93096758])"
17026,YGR054W,YGR054W,"array([3.87752066, 6.92351374])"
17027,Arnt,Arnt,"array([3.75966192, 6.95601217])"
17028,Snrpc,Snrpc,"array([3.49828226, 7.31147389])"
17029,Prkg1,Prkg1,"array([3.79079157, 6.91684552])"
17030,Cbx4,Cbx4,"array([3.76818786, 6.954648  ])"
17031,NOX1,NOX1,"array([3.54460921, 6.87254761])"
17032,Ankrd32,Ankrd32,"array([3.95749225, 7.21475211])"
17033,SGA1,SGA1,"array([3.37175829, 7.21585051])"
17034,Pias3,Pias3,"array([3.8178587 , 6.96933414])"
17035,Anapc11,Anapc11,"array([3.54823248, 7.04623216])"
17036,Aif1,Aif1,"array([3.38398166, 7.23566766])"
17037,PDR,PDR,"array([3.28698059, 7.2803876 ])"
17038,MZM1,MZM1,"array([3.6388325 , 7.61190582])"
17039,ATG18,ATG18,"array([3.73735855, 7.47808989])"
17040,Abt1,Abt1,"array([3.80287189, 7.00260084])"
17041,UNG1,UNG1,"array([3.70035791, 6.90039567])"
17042,CDC53,CDC53,"array([3.61413409, 7.40827773])"
17043,SRP1,SRP1,"array([3.47407053, 7.33096613])"
17044,SEC27,SEC27,"array([3.44437061, 7.28507053])"
17045,RHO1,RHO1,"array([3.27359777, 7.24634241])"
17046,GPX3,GPX3,"array([6.13263461, 5.81757654])"
17047,Esr2,Esr2,"array([3.67824677, 6.91276899])"
17048,HHF1,HHF1,"array([3.96130727, 7.10682636])"
17049,GCD2,GCD2,"array([3.94816772, 7.39753209])"
17050,GCD6,GCD6,"array([3.93818656, 7.41679709])"
17051,HMT1,HMT1,"array([3.37798728, 7.40498798])"
17052,SPT7,SPT7,"array([3.94872461, 6.95605667])"
17053,SPT8,SPT8,"array([3.93707979, 6.9343144 ])"
17054,HFI1,HFI1,"array([3.92735503, 6.92675437])"
17055,AHC1,AHC1,"array([3.94687159, 6.94419944])"
17056,TFP1,TFP1,"array([3.91292033, 7.20505357])"
17057,ECM32,ECM32,"array([3.48493646, 7.0198855 ])"
17058,CALCA,CALCA,"array([3.64189174, 7.04176662])"
17059,HSCB,HSCB,"array([3.45218019, 7.09495524])"
17060,Polr2b,Polr2b,"array([3.86205124, 6.90152393])"
17061,Polr2c,Polr2c,"array([3.82538795, 6.89009846])"
17062,Polr2d,Polr2d,"array([3.82812485, 6.88254587])"
17063,Polr2e,Polr2e,"array([3.69360554, 6.85675057])"
17064,Polr2f,Polr2f,"array([3.83820184, 6.88968428])"
17065,Polr2g,Polr2g,"array([3.8527291 , 6.89623408])"
17066,Polr2h,Polr2h,"array([3.85763463, 6.91096043])"
17067,Polr2i,Polr2i,"array([3.86857096, 6.91114466])"
17068,Polr2j,Polr2j,"array([3.81657473, 6.88230811])"
17069,Polr2k,Polr2k,"array([3.84174322, 6.89802282])"
17070,Polr2l,Polr2l,"array([3.84873904, 6.90567006])"
17071,NAB3,NAB3,"array([3.42418329, 7.27551477])"
17072,Mapkapk2,Mapkapk2,"array([3.81568038, 7.01834644])"
17073,map2k1,map2k1,"array([3.89508855, 7.12664951])"
17074,Plcd1,Plcd1,"array([3.45816619, 7.33659267])"
17075,Camk1,Camk1,"array([3.56113265, 6.99754285])"
17076,Mapkapk5,Mapkapk5,"array([3.79968037, 7.37987267])"
17077,SLC6A12,SLC6A12,"array([3.6160467 , 6.89478264])"
17078,ADAMTS6,ADAMTS6,"array([3.62729861, 6.86410606])"
17079,BAI3,BAI3,"array([3.61453601, 6.86872492])"
17080,C3AR1,C3AR1,"array([3.61690789, 6.86212111])"
17081,SLC1A7,SLC1A7,"array([3.59074842, 6.92678124])"
17082,GLS2,GLS2,"array([3.76245385, 6.99675168])"
17083,LOC100132941,LOC100132941,"array([3.62403206, 6.87122433])"
17084,IL9,IL9,"array([3.60625619, 6.86391495])"
17085,MAS1,MAS1,"array([3.5955587 , 6.86599508])"
17086,ATP6V0B,ATP6V0B,"array([3.60192253, 7.28351429])"
17087,BMH2,BMH2,"array([3.49992659, 6.97271588])"
17088,NAM8,NAM8,"array([3.61937151, 6.95284467])"
17089,SBP1,SBP1,"array([3.43260757, 7.05528091])"
17090,SKO1,SKO1,"array([3.41537486, 7.08891638])"
17091,VHR1,VHR1,"array([3.39607685, 7.21163674])"
17092,SLIT3,SLIT3,"array([3.48052403, 7.05840771])"
17093,GPT,GPT,"array([3.87508252, 7.20146179])"
17094,HIV2gp5,HIV2gp5,"array([3.67552333, 6.95629749])"
17095,GZMH,GZMH,"array([3.9184674 , 7.28367409])"
17096,CDX1,CDX1,"array([3.76058639, 7.00739487])"
17097,Wwox,Wwox,"array([3.46735689, 7.02881804])"
17098,MSK1,MSK1,"array([3.91272648, 7.18013017])"
17099,Ccnd1,Ccnd1,"array([3.80691825, 7.02630272])"
17100,Cbx3,Cbx3,"array([3.42716423, 7.22622731])"
17101,Brap,Brap,"array([3.87028763, 7.10991826])"
17102,TER94,TER94,"array([3.37791414, 7.12042255])"
17103,CLMP,CLMP,"array([2.11561818, 9.63186553])"
17104,BTNL8,BTNL8,"array([3.64844466, 6.84791946])"
17105,CD160,CD160,"array([3.92342096, 7.23618081])"
17106,CD300LD,CD300LD,"array([3.63940206, 6.84773193])"
